,file,parsed,entities,labels,position_start,position_end
PMC8156408,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8156408\sections\2_back\2_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Central Norway Regional Committee for Medical and Health Research Ethics (Reference numbers 5.2007.910 and 2013/212/REKmidt). The patients/participants provided their written informed consent to participate in this study.,"[the Central Norway Regional Committee for Medical and Health Research Ethics, 2013/212]","['ORG', 'CARDINAL']","[71, 182]","[147, 190]"
PMC8166228,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8166228\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of China Pharmaceutical University. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Ethics Committee of China Pharmaceutical University.,"[Ethics Committee of China Pharmaceutical University, Ethics Committee of China Pharmaceutical University]","['ORG', 'ORG']","[71, 266]","[122, 317]"
PMC8167052,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8167052\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Ethics Committees of the Oncology Institute Prof. Dr. Ion Chiricuta and the University of Medicine and Pharmacy Iuliu Hatieganu, Cluj-Napoca, Romania. The patients/participants provided their written informed consent to participate in this study.","[Ethics Committees, the Oncology Institute, Ion Chiricuta, the University of Medicine and Pharmacy Iuliu Hatieganu, Cluj-Napoca, Romania]","['ORG', 'ORG', 'PERSON', 'ORG', 'ORG', 'GPE']","[71, 92, 125, 143, 200, 213]","[88, 114, 138, 198, 211, 220]"
PMC8170127,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8170127\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by COMITÉ de ÉTICA DE LA INVESTIGACIÓN con MEDICAMENTOS del HOSPITAL GREGORIO MARAÑÓN. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[COMITÉ de ÉTICA DE LA INVESTIGACIÓN, MEDICAMENTOS del HOSPITAL GREGORIO MARAÑÓN]","['ORG', 'ORG']","[71, 111]","[106, 153]"
PMC8171186,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8171186\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Ethics Committee of The Affiliated Drum Tower Hospital, Medical School of Nanjing University. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Committee of Experimental Animal Administration of The Affiliated Drum Tower Hospital, Medical School of Nanjing University.","[Ethics Committee of The Affiliated Drum Tower Hospital, Medical School of Nanjing University, Committee of Experimental Animal Administration of The Affiliated Drum Tower Hospital, Medical School of Nanjing University]","['ORG', 'ORG', 'ORG', 'ORG']","[71, 127, 307, 394]","[125, 163, 392, 430]"
PMC8173077,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8173077\sections\1_body\6_ethics_statement\1_p.xml,"The imaging used to generate the idealized human head shape was built on by the author's (PI) medical imaging, therefore, full permission was received to publish this image.",[PI],['ORG'],[90],[92]
PMC8173083,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8173083\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ruijin Hospital Ethics Committee Shanghai Jiao Tong University School of Medicine. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,"[Ruijin Hospital Ethics Committee, Shanghai, Jiao Tong University School of Medicine]","['ORG', 'GPE', 'ORG']","[71, 104, 113]","[103, 112, 152]"
PMC8173204,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8173204\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by HREC/16/RCHM/108. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,[HREC/16/RCHM/108],['ORG'],[71],[87]
PMC8175619,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8175619\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Guangzhou Medical University Animal Research Committee.,[Guangzhou Medical University Animal Research Committee],['ORG'],[46],[100]
PMC8175661,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8175661\sections\1_body\5_ethics_statement\1_p.xml,Approval for hESC work was obtained from the ISCIII-Comisión Nacional de Garantías (0336E/14973/2017).,[],[],[],[]
PMC8175980,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8175980\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Institutional Animal Care and Use Committee of the University of Nebraska Medical Center.,[Institutional Animal Care and Use Committee of the University of Nebraska Medical Center],['ORG'],[46],[134]
PMC8176440,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8176440\sections\2_back\1_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Animal Welfare and Human Studies Committee at Shanghai Children’s Medical Center. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,"[the Animal Welfare and Human Studies Committee, Shanghai Children’s Medical Center]","['ORG', 'ORG']","[71, 121]","[117, 155]"
PMC8176860,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8176860\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics committee of First People’s Hospital of Huzhou. The patients/participants provided their written informed consent to participate in this study.,"[Ethics, First People’s Hospital, Huzhou]","['ORG', 'ORG', 'GPE']","[71, 91, 118]","[77, 114, 124]"
PMC8176960,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8176960\sections\1_body\5_ethics_statement\1_p.xml,"Ethically sourced human autopsy cerebral cortex tissues from a deidentified individual of HIV-1 negative with no registered medical complications were obtained from the NIH Neuro BioBank (
 ","[NIH, BioBank]","['ORG', 'ORG']","[169, 179]","[172, 186]"
PMC8180599,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8180599\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by IRAS. The ethics committee waived the requirement of written informed consent for participation.,[],[],[],[]
PMC8183571,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8183571\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of the Huadong hospital. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Animal Ethics and Experimental Safety of the Fudan University.,"[Ethics Committee, Animal Ethics and Experimental Safety of the Fudan University]","['ORG', 'ORG']","[71, 255]","[87, 316]"
PMC8185031,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8185031\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Institutional Animal Care and Use Committee (IACUC) of the Institute of Zoology, CAS (AEI-09-02-2014).","[the Institutional Animal Care and Use Committee (IACUC, the Institute of Zoology, CAS]","['ORG', 'ORG', 'ORG']","[46, 105, 131]","[100, 129, 134]"
PMC8185229,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8185229\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Institutional Animal Care and Use Committee (IACUC) of Kangwon National University. Written informed consent was obtained from the owners for the participation of their animals in this study.,"[the Institutional Animal Care and Use Committee (IACUC, Kangwon National University]","['ORG', 'ORG']","[46, 105]","[100, 132]"
PMC8185328,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8185328\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Colorado Multiple Institutional Review Board. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,[the Colorado Multiple Institutional Review Board],['ORG'],[71],[119]
PMC8186501,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8186501\sections\2_back\2_ethics_statement\1_p.xml,Experimental protocols were approved by the Ethical Committee in Animal Use (CEUA) of the School of Dentistry-UNESP (Proc. CEUA 12/2018).,"[the Ethical Committee, the School of Dentistry]","['ORG', 'ORG']","[40, 86]","[61, 109]"
PMC8187804,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8187804\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Peking University Ethical Committee (PKUSSIRB-201311103). The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Institutional Animal Use and Care Committee of the Peking University (LA2013-92).,"[the Peking University Ethical Committee, Institutional Animal Use and Care Committee of the Peking University, LA2013-92]","['ORG', 'ORG', 'ORG']","[71, 275, 345]","[110, 343, 354]"
PMC8187864,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8187864\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Comitê de Ética em Pesquisa em Seres Humanos do Hospital de Clínicas da Universidade Federal do Paraná. The patients/participants provided their written informed consent to participate in this study.,"[Comitê de Ética, Paraná]","['ORG', 'PERSON']","[71, 167]","[86, 173]"
PMC8188355,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8188355\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Nanjing University Experimental Animal Ethics Committee.,[Nanjing University Experimental Animal Ethics Committee],['ORG'],[46],[101]
PMC8188490,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8188490\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Ethical Committee of Harbin Medical University (approval number, SYDW2019-2).","[the Ethical Committee, Harbin Medical University]","['ORG', 'ORG']","[46, 71]","[67, 96]"
PMC8189152,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8189152\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Massachusetts General Hospital Institutional Animal Care and Use Committee.,[Massachusetts General Hospital Institutional Animal Care],['ORG'],[46],[102]
